relative_id,timestamp,RU_IMU9_Acc_X,RU_IMU9_Acc_Y,RU_IMU9_Acc_Z,RU_IMU9_Gyro_X,RU_IMU9_Gyro_Y,RU_IMU9_Gyro_Z,RU_IMU9_Magn_X,RU_IMU9_Magn_Y,RU_IMU9_Magn_Z
13,1727262969.8051767,0.007178724277764559,-0.3015064299106598,-9.535738945007324,-0.3499999940395355,-1.75,-1.399999976158142,-30.150001525878906,-98.85000610351562,110.55000305175781
14,1727262969.830818,0.0502510704100132,-0.29911351203918457,-9.545310020446777,-0.2800000011920929,-1.75,-1.399999976158142,-30.750001907348633,-98.10000610351562,111.45000457763672
15,1727262969.856459,0.011964540928602219,-0.27757734060287476,-9.504631042480469,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-30.600000381469727,-97.95000457763672,113.4000015258789
16,1727262969.8694198,0.055036887526512146,-0.2895418703556061,-9.55727481842041,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-29.100000381469727,-99.00000762939453,112.50000762939453
17,1727262969.8950608,0.059822700917720795,-0.24646952748298645,-9.552489280700684,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-29.250001907348633,-96.9000015258789,112.95000457763672
18,1727262969.920702,-0.007178724277764559,-0.2943277060985565,-9.526166915893555,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-32.10000228881836,-97.20000457763672,112.35000610351562
19,1727262969.946343,0.011964540928602219,-0.30868515372276306,-9.535738945007324,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-29.100000381469727,-98.10000610351562,111.9000015258789
20,1727262969.9444249,0.014357448555529118,-0.29911351203918457,-9.502238273620605,-0.2800000011920929,-1.8899999856948853,-1.2599999904632568,-30.450000762939453,-98.10000610351562,110.70000457763672
21,1727262969.9700658,-0.03350071236491203,-0.2943277060985565,-9.56684684753418,-0.42000001668930054,-1.8899999856948853,-1.399999976158142,-30.30000114440918,-97.95000457763672,112.50000762939453
22,1727262969.995707,0.04546525329351425,-0.2632198929786682,-9.55009651184082,-0.49000000953674316,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-98.10000610351562,114.1500015258789
23,1727262970.021348,-0.009571632370352745,-0.3110780417919159,-9.554882049560547,-0.42000001668930054,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-99.1500015258789,111.9000015258789
24,1727262970.0198379,-0.0023929080925881863,-0.30868515372276306,-9.56684684753418,-0.42000001668930054,-1.8899999856948853,-1.2599999904632568,-29.700000762939453,-98.70000457763672,111.30000305175781
25,1727262970.0454788,0.009571632370352745,-0.284756064414978,-9.538131713867188,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-30.150001525878906,-98.85000610351562,110.85000610351562
26,1727262970.07112,0.0047858161851763725,-0.260826975107193,-9.535738945007324,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-29.250001907348633,-98.4000015258789,113.55000305175781
27,1727262970.096761,0.014357448555529118,-0.2919347882270813,-9.511809349060059,-0.3499999940395355,-1.8899999856948853,-1.399999976158142,-30.900001525878906,-97.6500015258789,112.20000457763672
28,1727262970.0945218,0.011964540928602219,-0.284756064414978,-9.559667587280273,-0.2800000011920929,-1.8899999856948853,-1.399999976158142,-31.500001907348633,-97.80000305175781,112.20000457763672
29,1727262970.1201627,0.03828652948141098,-0.27757734060287476,-9.518988609313965,-0.42000001668930054,-1.8200000524520874,-1.399999976158142,-30.150001525878906,-99.1500015258789,109.95000457763672
30,1727262970.145804,0.01914326474070549,-0.28714898228645325,-9.571632385253906,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-31.200000762939453,-98.85000610351562,112.95000457763672
31,1727262970.171445,-0.007178724277764559,-0.3230426013469696,-9.559667587280273,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-97.35000610351562,112.05000305175781
32,1727262970.184671,0.009571632370352745,-0.3110780417919159,-9.562060356140137,-0.3499999940395355,-1.8899999856948853,-1.2599999904632568,-31.950000762939453,-98.70000457763672,112.6500015258789
33,1727262970.210312,0.05264397710561752,-0.30629223585128784,-9.514202117919922,-0.3499999940395355,-1.8200000524520874,-1.2599999904632568,-29.55000114440918,-99.45000457763672,112.6500015258789
34,1727262970.235953,0.0047858161851763725,-0.3015064299106598,-9.542917251586914,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-30.900001525878906,-97.50000762939453,111.00000762939453
35,1727262970.261594,0.06700142472982407,-0.29672059416770935,-9.518988609313965,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-30.150001525878906,-98.55000305175781,111.60000610351562
36,1727262970.2601478,-0.0023929080925881863,-0.2727915346622467,-9.521381378173828,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-30.000001907348633,-99.9000015258789,111.00000762939453
37,1727262970.2857888,0.05742979422211647,-0.260826975107193,-9.552489280700684,-0.3499999940395355,-1.75,-1.399999976158142,-29.700000762939453,-99.00000762939453,112.50000762939453
38,1727262970.31143,0.009571632370352745,-0.27518442273139954,-9.535738945007324,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-30.000001907348633,-99.00000762939453,111.75000762939453
39,1727262970.337071,0.016750356182456017,-0.3015064299106598,-9.528559684753418,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-30.450000762939453,-98.4000015258789,113.85000610351562
40,1727262970.33492,-0.040679436177015305,-0.2632198929786682,-9.547703742980957,-0.2800000011920929,-1.8200000524520874,-1.4700000286102295,-31.200000762939453,-99.00000762939453,113.10000610351562
41,1727262970.360561,-0.01914326474070549,-0.2632198929786682,-9.569239616394043,-0.42000001668930054,-1.8200000524520874,-1.2599999904632568,-30.30000114440918,-97.35000610351562,110.10000610351562
42,1727262970.386202,0.023929081857204437,-0.2823631465435028,-9.533346176147461,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-30.900001525878906,-97.35000610351562,111.75000762939453
43,1727262970.411843,0.02632198855280876,-0.2823631465435028,-9.535738945007324,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-29.850000381469727,-98.55000305175781,112.50000762939453
44,1727262970.410014,0.028714897111058235,-0.31825676560401917,-9.547703742980957,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-29.400001525878906,-98.10000610351562,111.75000762939453
45,1727262970.4356549,0.007178724277764559,-0.284756064414978,-9.521381378173828,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-30.750001907348633,-98.55000305175781,113.10000610351562
46,1727262970.461296,0.03110780566930771,-0.27997025847435,-9.526166915893555,-0.3499999940395355,-1.75,-1.3300000429153442,-30.450000762939453,-98.85000610351562,113.10000610351562
47,1727262970.486937,-0.011964540928602219,-0.284756064414978,-9.538131713867188,-0.2800000011920929,-1.75,-1.399999976158142,-31.650001525878906,-99.00000762939453,112.80000305175781
48,1727262970.544318,-0.011964540928602219,-0.26800569891929626,-9.56684684753418,-0.3499999940395355,-1.6800000667572021,-1.3300000429153442,-30.30000114440918,-98.10000610351562,112.05000305175781
49,1727262970.569959,-0.0047858161851763725,-0.26800569891929626,-9.569239616394043,-0.42000001668930054,-1.75,-1.3300000429153442,-29.700000762939453,-97.05000305175781,110.4000015258789
50,1727262970.5956001,0.035893622785806656,-0.3015064299106598,-9.511809349060059,-0.3499999940395355,-1.8200000524520874,-1.4700000286102295,-29.55000114440918,-98.85000610351562,112.95000457763672
51,1727262970.621241,0.023929081857204437,-0.29672059416770935,-9.521381378173828,-0.3499999940395355,-1.8899999856948853,-1.4700000286102295,-29.850000381469727,-97.50000762939453,112.80000305175781
52,1727262970.5740838,0.014357448555529118,-0.284756064414978,-9.530953407287598,-0.3499999940395355,-1.75,-1.3300000429153442,-30.000001907348633,-97.80000305175781,112.20000457763672
53,1727262970.5997248,0.023929081857204437,-0.2943277060985565,-9.545310020446777,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-31.650001525878906,-98.10000610351562,111.60000610351562
54,1727262970.625366,0.0023929080925881863,-0.2943277060985565,-9.516595840454102,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-32.10000228881836,-98.25000762939453,111.1500015258789
55,1727262970.651007,0.016750356182456017,-0.26561281085014343,-9.533346176147461,-0.3499999940395355,-1.75,-1.399999976158142,-29.250001907348633,-98.70000457763672,111.1500015258789
56,1727262970.649103,0.035893622785806656,-0.23929080367088318,-9.545310020446777,-0.3499999940395355,-1.8899999856948853,-1.2599999904632568,-29.700000762939453,-98.25000762939453,111.9000015258789
57,1727262970.674744,0.01914326474070549,-0.31586387753486633,-9.538131713867188,-0.3499999940395355,-1.8200000524520874,-1.2599999904632568,-30.30000114440918,-99.00000762939453,112.05000305175781
58,1727262970.700385,0.04546525329351425,-0.28714898228645325,-9.521381378173828,-0.3499999940395355,-1.75,-1.3300000429153442,-29.250001907348633,-98.70000457763672,112.50000762939453
59,1727262970.726026,0.0047858161851763725,-0.2919347882270813,-9.55009651184082,-0.42000001668930054,-1.8200000524520874,-1.4700000286102295,-31.200000762939453,-97.35000610351562,111.9000015258789
60,1727262970.7240489,0.028714897111058235,-0.27757734060287476,-9.535738945007324,-0.2800000011920929,-1.8899999856948853,-1.399999976158142,-31.950000762939453,-98.10000610351562,112.50000762939453
61,1727262970.7496898,-0.016750356182456017,-0.2895418703556061,-9.55009651184082,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-31.200000762939453,-97.80000305175781,112.20000457763672
62,1727262970.775331,0.007178724277764559,-0.25843408703804016,-9.571632385253906,-0.42000001668930054,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-98.55000305175781,113.70000457763672
63,1727262970.800972,0.04546525329351425,-0.3421858549118042,-9.504631042480469,-0.42000001668930054,-1.8899999856948853,-1.2599999904632568,-29.250001907348633,-98.85000610351562,112.50000762939453
64,1727262970.859331,0.021536173298954964,-0.27518442273139954,-9.535738945007324,-0.2800000011920929,-1.6800000667572021,-1.2599999904632568,-28.650001525878906,-97.6500015258789,112.80000305175781
65,1727262970.8849719,0.03828652948141098,-0.25604116916656494,-9.516595840454102,-0.2800000011920929,-1.6800000667572021,-1.399999976158142,-30.600000381469727,-98.10000610351562,112.50000762939453
66,1727262970.910613,0.01914326474070549,-0.2416837215423584,-9.535738945007324,-0.49000000953674316,-1.75,-1.4700000286102295,-31.200000762939453,-99.00000762939453,113.25000762939453
67,1727262970.936254,0.0,-0.2919347882270813,-9.547703742980957,-0.42000001668930054,-1.75,-1.399999976158142,-29.400001525878906,-98.4000015258789,109.6500015258789
68,1727262970.8891058,-0.0023929080925881863,-0.30868515372276306,-9.552489280700684,-0.42000001668930054,-1.8200000524520874,-1.3300000429153442,-28.80000114440918,-99.30000305175781,111.1500015258789
69,1727262970.9147468,0.028714897111058235,-0.24886244535446167,-9.54052448272705,-0.3499999940395355,-1.8200000524520874,-1.2599999904632568,-31.05000114440918,-97.80000305175781,112.20000457763672
70,1727262970.940388,0.016750356182456017,-0.27997025847435,-9.533346176147461,-0.2800000011920929,-1.8899999856948853,-1.2599999904632568,-30.900001525878906,-98.55000305175781,112.50000762939453
71,1727262970.966029,-0.007178724277764559,-0.2895418703556061,-9.523774147033691,-0.2800000011920929,-1.8899999856948853,-1.399999976158142,-31.350000381469727,-99.30000305175781,112.50000762939453
72,1727262970.964206,0.021536173298954964,-0.30629223585128784,-9.535738945007324,-0.2800000011920929,-1.8899999856948853,-1.3300000429153442,-30.30000114440918,-97.95000457763672,111.45000457763672
73,1727262970.989847,0.023929081857204437,-0.2823631465435028,-9.518988609313965,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-30.900001525878906,-97.20000457763672,111.9000015258789
74,1727262971.0154881,0.0,-0.2823631465435028,-9.55009651184082,-0.3499999940395355,-1.75,-1.2599999904632568,-30.750001907348633,-97.50000762939453,111.30000305175781
75,1727262971.041129,0.02632198855280876,-0.3015064299106598,-9.530953407287598,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-30.30000114440918,-96.60000610351562,114.00000762939453
76,1727262971.0392108,0.0,-0.31586387753486633,-9.542917251586914,-0.3499999940395355,-1.8899999856948853,-1.399999976158142,-30.750001907348633,-96.9000015258789,112.80000305175781
77,1727262971.0648518,-0.007178724277764559,-0.27997025847435,-9.569239616394043,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-99.30000305175781,110.55000305175781
78,1727262971.090493,-0.0023929080925881863,-0.28714898228645325,-9.547703742980957,-0.42000001668930054,-1.8200000524520874,-1.2599999904632568,-30.150001525878906,-98.85000610351562,113.55000305175781
79,1727262971.116134,0.05264397710561752,-0.2823631465435028,-9.554882049560547,-0.49000000953674316,-1.9600000381469727,-1.3300000429153442,-29.250001907348633,-97.50000762939453,111.9000015258789
80,1727262971.1742318,-0.0047858161851763725,-0.26800569891929626,-9.523774147033691,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-29.850000381469727,-97.50000762939453,111.1500015258789
81,1727262971.1998727,0.0047858161851763725,-0.28714898228645325,-9.545310020446777,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-31.80000114440918,-98.70000457763672,112.50000762939453
82,1727262971.225514,0.009571632370352745,-0.284756064414978,-9.562060356140137,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-30.450000762939453,-100.35000610351562,112.50000762939453
83,1727262971.251155,-0.011964540928602219,-0.29672059416770935,-9.533346176147461,-0.2800000011920929,-1.8899999856948853,-1.399999976158142,-31.05000114440918,-98.10000610351562,112.80000305175781
84,1727262971.204913,-0.0023929080925881863,-0.26561281085014343,-9.55727481842041,-0.3499999940395355,-1.8899999856948853,-1.399999976158142,-31.200000762939453,-99.60000610351562,111.45000457763672
85,1727262971.2305539,0.028714897111058235,-0.31825676560401917,-9.552489280700684,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-32.400001525878906,-96.75000762939453,112.05000305175781
86,1727262971.256195,0.01914326474070549,-0.284756064414978,-9.54052448272705,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-29.850000381469727,-96.60000610351562,113.4000015258789
87,1727262971.281836,-0.03110780566930771,-0.2536482512950897,-9.535738945007324,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-30.600000381469727,-99.1500015258789,112.05000305175781
88,1727262971.2799218,0.0502510704100132,-0.284756064414978,-9.542917251586914,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-29.250001907348633,-99.1500015258789,111.60000610351562
89,1727262971.3055627,0.0023929080925881863,-0.339792937040329,-9.554882049560547,-0.2800000011920929,-1.75,-1.2599999904632568,-28.950000762939453,-97.80000305175781,112.80000305175781
90,1727262971.331204,0.0023929080925881863,-0.260826975107193,-9.528559684753418,-0.3499999940395355,-1.75,-1.190000057220459,-30.600000381469727,-98.10000610351562,112.95000457763672
91,1727262971.356845,0.007178724277764559,-0.3302213251590729,-9.511809349060059,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-32.55000305175781,-97.80000305175781,112.35000610351562
92,1727262971.3545299,0.014357448555529118,-0.29911351203918457,-9.542917251586914,-0.42000001668930054,-1.8200000524520874,-1.399999976158142,-30.000001907348633,-97.50000762939453,111.9000015258789
93,1727262971.3801708,0.03828652948141098,-0.3110780417919159,-9.593168258666992,-0.3499999940395355,-1.8899999856948853,-1.399999976158142,-31.350000381469727,-99.60000610351562,113.55000305175781
94,1727262971.405812,0.009571632370352745,-0.2919347882270813,-9.535738945007324,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-30.450000762939453,-98.10000610351562,111.75000762939453
95,1727262971.431453,-0.0023929080925881863,-0.27518442273139954,-9.483095169067383,-0.3499999940395355,-1.8200000524520874,-1.2599999904632568,-31.200000762939453,-98.10000610351562,112.95000457763672
96,1727262971.4897718,0.02632198855280876,-0.2943277060985565,-9.547703742980957,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-28.80000114440918,-97.6500015258789,112.20000457763672
97,1727262971.5154128,-0.01914326474070549,-0.27997025847435,-9.55009651184082,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-31.200000762939453,-99.1500015258789,110.70000457763672
98,1727262971.541054,0.011964540928602219,-0.26800569891929626,-9.542917251586914,-0.3499999940395355,-1.8899999856948853,-1.4700000286102295,-31.350000381469727,-98.70000457763672,110.70000457763672
99,1727262971.566695,0.03350071236491203,-0.28714898228645325,-9.521381378173828,-0.3499999940395355,-1.8899999856948853,-1.3300000429153442,-30.450000762939453,-98.70000457763672,112.20000457763672
100,1727262971.5192418,0.03828652948141098,-0.29672059416770935,-9.542917251586914,-0.42000001668930054,-1.75,-1.399999976158142,-31.350000381469727,-99.30000305175781,112.80000305175781
101,1727262971.5448828,0.09332341700792313,-0.2919347882270813,-9.545310020446777,-0.42000001668930054,-1.8200000524520874,-1.3300000429153442,-29.400001525878906,-97.95000457763672,110.85000610351562
102,1727262971.570524,0.04307234659790993,-0.25604116916656494,-9.547703742980957,-0.42000001668930054,-1.8200000524520874,-1.3300000429153442,-30.900001525878906,-97.50000762939453,112.95000457763672
103,1727262971.596165,0.02632198855280876,-0.2823631465435028,-9.57402515411377,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-30.000001907348633,-98.85000610351562,110.70000457763672
104,1727262971.5941668,-0.023929081857204437,-0.27997025847435,-9.528559684753418,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-97.20000457763672,111.30000305175781
105,1727262971.6198077,0.021536173298954964,-0.26800569891929626,-9.564454078674316,-0.3499999940395355,-1.75,-1.399999976158142,-31.05000114440918,-98.85000610351562,111.45000457763672
106,1727262971.645449,0.04546525329351425,-0.26800569891929626,-9.54052448272705,-0.2800000011920929,-1.8200000524520874,-1.399999976158142,-30.750001907348633,-98.85000610351562,111.9000015258789
107,1727262971.67109,0.016750356182456017,-0.3134709596633911,-9.514202117919922,-0.2800000011920929,-1.8200000524520874,-1.2599999904632568,-29.400001525878906,-98.4000015258789,110.70000457763672
108,1727262971.6692588,0.014357448555529118,-0.31586387753486633,-9.507023811340332,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-30.600000381469727,-100.50000762939453,112.35000610351562
109,1727262971.6948998,-0.0023929080925881863,-0.27757734060287476,-9.547703742980957,-0.21000000834465027,-1.8200000524520874,-1.399999976158142,-31.200000762939453,-97.6500015258789,112.20000457763672
110,1727262971.720541,0.01914326474070549,-0.2919347882270813,-9.538131713867188,-0.3499999940395355,-1.9600000381469727,-1.190000057220459,-28.950000762939453,-98.70000457763672,111.30000305175781
111,1727262971.746182,0.0047858161851763725,-0.2727915346622467,-9.56684684753418,-0.2800000011920929,-1.8899999856948853,-1.2599999904632568,-31.05000114440918,-97.05000305175781,111.1500015258789
112,1727262971.804658,-0.016750356182456017,-0.3038993179798126,-9.545310020446777,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-31.05000114440918,-98.10000610351562,112.6500015258789
113,1727262971.830299,0.014357448555529118,-0.24407662451267242,-9.535738945007324,-0.42000001668930054,-1.75,-1.2599999904632568,-29.850000381469727,-99.9000015258789,111.30000305175781
114,1727262971.85594,0.0047858161851763725,-0.260826975107193,-9.547703742980957,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-30.450000762939453,-99.75000762939453,110.55000305175781
115,1727262971.881581,0.040679436177015305,-0.2727915346622467,-9.528559684753418,-0.42000001668930054,-1.8899999856948853,-1.3300000429153442,-29.850000381469727,-98.25000762939453,111.00000762939453
116,1727262971.834457,-0.028714897111058235,-0.27757734060287476,-9.499845504760742,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-31.05000114440918,-98.85000610351562,111.30000305175781
117,1727262971.860098,-0.009571632370352745,-0.3134709596633911,-9.547703742980957,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-29.400001525878906,-96.30000305175781,112.35000610351562
118,1727262971.885739,-0.007178724277764559,-0.2823631465435028,-9.57402515411377,-0.3499999940395355,-1.75,-1.399999976158142,-28.950000762939453,-99.45000457763672,112.80000305175781
119,1727262971.91138,0.023929081857204437,-0.2727915346622467,-9.538131713867188,-0.3499999940395355,-1.8899999856948853,-1.399999976158142,-31.350000381469727,-98.10000610351562,112.05000305175781
120,1727262971.9092188,0.028714897111058235,-0.284756064414978,-9.54052448272705,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-29.55000114440918,-99.1500015258789,111.00000762939453
121,1727262971.9348598,0.02632198855280876,-0.29672059416770935,-9.521381378173828,-0.2800000011920929,-1.6800000667572021,-1.399999976158142,-31.05000114440918,-98.85000610351562,111.75000762939453
122,1727262971.960501,-0.021536173298954964,-0.284756064414978,-9.55727481842041,-0.3499999940395355,-1.6800000667572021,-1.399999976158142,-30.150001525878906,-97.80000305175781,111.75000762939453
123,1727262971.986142,0.06700142472982407,-0.29672059416770935,-9.538131713867188,-0.42000001668930054,-1.75,-1.399999976158142,-30.450000762939453,-97.95000457763672,110.70000457763672
124,1727262971.9999218,0.05742979422211647,-0.27518442273139954,-9.521381378173828,-0.3499999940395355,-1.75,-1.3300000429153442,-29.850000381469727,-97.50000762939453,112.20000457763672
125,1727262972.0255628,0.01914326474070549,-0.2919347882270813,-9.542917251586914,-0.21000000834465027,-1.75,-1.3300000429153442,-31.05000114440918,-98.4000015258789,112.6500015258789
126,1727262972.051204,0.06460852175951004,-0.284756064414978,-9.533346176147461,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-30.30000114440918,-99.1500015258789,112.6500015258789
127,1727262972.076845,0.014357448555529118,-0.2727915346622467,-9.509416580200195,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-31.05000114440918,-98.55000305175781,111.00000762939453
128,1727262972.074703,0.0023929080925881863,-0.29672059416770935,-9.538131713867188,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-30.900001525878906,-97.95000457763672,112.20000457763672
129,1727262972.100344,0.03110780566930771,-0.29672059416770935,-9.516595840454102,-0.3499999940395355,-1.75,-1.2599999904632568,-30.150001525878906,-97.95000457763672,111.1500015258789
130,1727262972.1259851,-0.011964540928602219,-0.3134709596633911,-9.518988609313965,-0.2800000011920929,-1.75,-1.190000057220459,-30.900001525878906,-98.85000610351562,113.4000015258789
131,1727262972.151626,0.0047858161851763725,-0.3038993179798126,-9.533346176147461,-0.2800000011920929,-1.75,-1.2599999904632568,-28.950000762939453,-98.4000015258789,110.85000610351562
132,1727262972.1492379,0.035893622785806656,-0.2823631465435028,-9.559667587280273,-0.3499999940395355,-1.8200000524520874,-1.2599999904632568,-29.55000114440918,-99.1500015258789,112.80000305175781
133,1727262972.1748788,0.04307234659790993,-0.27518442273139954,-9.511809349060059,-0.3499999940395355,-1.75,-1.2599999904632568,-30.30000114440918,-97.20000457763672,112.20000457763672
134,1727262972.20052,0.021536173298954964,-0.2919347882270813,-9.554882049560547,-0.3499999940395355,-1.75,-1.3300000429153442,-31.05000114440918,-98.25000762939453,112.80000305175781
135,1727262972.226161,0.04307234659790993,-0.2823631465435028,-9.526166915893555,-0.42000001668930054,-1.8200000524520874,-1.3300000429153442,-29.850000381469727,-99.60000610351562,111.00000762939453
136,1727262972.2243438,-0.014357448555529118,-0.2919347882270813,-9.547703742980957,-0.3499999940395355,-1.8200000524520874,-1.399999976158142,-30.000001907348633,-98.10000610351562,111.45000457763672
137,1727262972.2499847,0.01914326474070549,-0.26800569891929626,-9.538131713867188,-0.3499999940395355,-1.75,-1.399999976158142,-29.700000762939453,-96.9000015258789,112.20000457763672
138,1727262972.275626,0.03110780566930771,-0.2512553632259369,-9.55727481842041,-0.2800000011920929,-1.8200000524520874,-1.3300000429153442,-30.150001525878906,-97.80000305175781,112.35000610351562
139,1727262972.301267,0.01914326474070549,-0.260826975107193,-9.55727481842041,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-31.05000114440918,-99.30000305175781,115.50000762939453
140,1727262972.314309,-0.011964540928602219,-0.3134709596633911,-9.523774147033691,-0.3499999940395355,-1.8200000524520874,-1.3300000429153442,-31.500001907348633,-98.4000015258789,112.35000610351562
141,1727262972.3399498,-0.016750356182456017,-0.27997025847435,-9.499845504760742,-0.42000001668930054,-1.9600000381469727,-1.399999976158142,-29.400001525878906,-97.35000610351562,111.9000015258789
142,1727262972.365591,0.03110780566930771,-0.2727915346622467,-9.535738945007324,-0.2800000011920929,-1.75,-1.2599999904632568,-30.000001907348633,-97.95000457763672,112.05000305175781
143,1727262972.391232,-0.009571632370352745,-0.30629223585128784,-9.569239616394043,-0.3499999940395355,-1.6800000667572021,-1.2599999904632568,-30.750001907348633,-98.10000610351562,112.6500015258789
144,1727262972.3893409,0.0023929080925881863,-0.27518442273139954,-9.530953407287598,-0.3499999940395355,-1.6800000667572021,-1.2599999904632568,-30.600000381469727,-99.9000015258789,112.05000305175781
145,1727262972.4149818,0.009571632370352745,-0.260826975107193,-9.533346176147461,-0.3499999940395355,-1.75,-1.2599999904632568,-28.950000762939453,-97.35000610351562,111.75000762939453
146,1727262972.440623,0.04546525329351425,-0.3110780417919159,-9.530953407287598,-0.3499999940395355,-1.8899999856948853,-1.2599999904632568,-30.900001525878906,-97.80000305175781,112.20000457763672
