timestamp,RU_IMU9_Acc_X,RU_IMU9_Acc_Y,RU_IMU9_Acc_Z,RU_IMU9_Gyro_X,RU_IMU9_Gyro_Y,RU_IMU9_Gyro_Z,RU_IMU9_Magn_X,RU_IMU9_Magn_Y,RU_IMU9_Magn_Z,RF_IMU9_Acc_X,RF_IMU9_Acc_Y,RF_IMU9_Acc_Z,RF_IMU9_Gyro_X,RF_IMU9_Gyro_Y,RF_IMU9_Gyro_Z,RF_IMU9_Magn_X,RF_IMU9_Magn_Y,RF_IMU9_Magn_Z
1720095484.0850427,9.770243644714355,-1.6295703649520874,-0.205790102481842,-3.5,11.899999618530272,-8.75,158.1751708984375,-106.21536254882812,-185.58773803710932,9.837244987487791,-2.9743847846984863,0.8303391337394714,17.639999389648438,-13.510000228881836,-41.29999923706055,58.35000228881836,28.350000381469727,-24.900001525878903
1720095484.110684,9.935354232788086,-1.6870001554489136,-0.1411815732717514,-3.430000066757202,11.40999984741211,-7.070000171661377,160.521240234375,-110.34747314453124,-187.31723022460932,10.110036849975586,-2.945669889450073,0.8016242384910583,14.84000015258789,-13.440000534057615,-38.220001220703125,56.85000228881836,28.50000190734864,-25.950000762939453
1720095484.136325,9.40173625946045,-3.35964298248291,2.402479648590088,1.3300000429153442,0.9100000262260436,9.65999984741211,163.3648223876953,-100.77146911621094,-187.8817596435547,9.90424633026123,-2.837989091873169,0.5503688454627991,8.609999656677246,-10.359999656677246,-33.18000030517578,55.80000305175781,27.600000381469727,-25.05000114440918
1720095547.1556609,9.12415885925293,-3.304605960845948,2.3450498580932617,6.230000019073486,0.6299999952316284,11.550000190734863,162.26556396484375,-101.92911529541016,-189.48146057128903,5.429508686065674,-5.068179130554199,7.018399238586426,0.0,-2.799999952316284,-0.4900000095367431,47.10000228881836,14.250000953674316,-28.80000114440918
1720095547.1813018,8.94229793548584,-3.239997625350952,2.2995846271514893,8.119999885559082,-0.4900000095367431,11.6899995803833,159.49510192871094,-99.60848236083984,-190.0328369140625,5.4869384765625,-5.0418572425842285,6.9609694480896,0.5600000023841858,-2.799999952316284,-0.6299999952316284,47.55000305175781,15.000000953674316,-30.600000381469727
1720095547.206943,8.760436058044434,-3.2567479610443115,2.3067634105682373,7.490000247955322,-1.820000052452088,9.3100004196167,162.0189666748047,-100.02253723144533,-188.7212829589844,5.45104455947876,-5.221325397491455,7.0830078125,2.1700000762939453,-3.150000095367432,-0.6299999952316284,48.0,14.850000381469728,-30.150001525878903
1720095547.232584,8.717364311218262,-3.364428758621216,2.368978977203369,6.579999923706055,-2.5199999809265137,4.550000190734863,162.11996459960938,-102.1607666015625,-188.82061767578125,5.525224685668945,-5.252433300018311,6.853288650512695,4.269999980926514,-2.799999952316284,-0.7699999809265137,47.85000228881836,15.450000762939451,-31.650001525878903
1720095547.216092,8.729329109191895,-3.464931011199951,2.373764753341675,5.25,-2.5199999809265137,-1.1200000047683716,161.43309020996094,-103.66893768310548,-191.6067047119141,5.302684307098389,-4.993999004364014,6.927468776702881,6.019999980926514,-2.799999952316284,-0.7699999809265137,46.5,14.850000381469728,-28.50000190734864
1720095547.2417328,8.975798606872559,-3.378786325454712,2.395301103591919,2.6600000858306885,-1.9600000381469729,-6.159999847412109,161.67124938964844,-100.49774169921876,-189.08355712890625,5.312255859375,-4.82649564743042,7.1500091552734375,5.809999942779541,-4.199999809265137,-0.9100000262260436,46.35000228881836,16.5,-31.05000114440918
1720095547.267374,9.262947082519531,-3.441001892089844,2.491017341613769,0.2100000083446502,-1.0499999523162842,-8.890000343322754,159.9092254638672,-98.35872650146484,-190.37481689453125,5.396007537841797,-4.649420261383057,7.030364036560059,3.569999933242798,-4.480000019073486,-2.0299999713897705,48.0,13.950000762939451,-29.850000381469727
1720095547.293015,9.31319808959961,-3.484074115753174,2.598698139190674,-4.059999942779541,-0.9800000190734864,-7.28000020980835,159.33197021484375,-98.52368927001952,-190.259994506836,5.374471664428711,-5.2093610763549805,6.807823657989502,1.5399999618530271,-5.389999866485596,-2.0999999046325684,46.20000076293945,15.600000381469728,-29.55000114440918
1720095564.7366,9.258161544799805,-3.563040256500244,2.555625915527344,-6.300000190734863,-0.9100000262260436,-3.990000009536743,162.00779724121094,-101.62481689453124,-189.84634399414065,5.202182292938232,-5.003571033477783,6.896361351013184,2.380000114440918,-5.599999904632568,-3.849999904632568,47.85000228881836,15.750000953674316,-31.50000190734864
1720095564.737126,9.250982284545898,-3.577397584915161,2.5747690200805664,-6.579999923706055,-0.1400000005960464,-0.7699999809265137,160.7523193359375,-99.81649780273438,-189.5173797607422,5.419936656951904,-5.0418572425842285,6.77910852432251,2.799999952316284,-5.740000247955322,-4.619999885559082,47.25,15.90000057220459,-30.150001525878903
1720095564.7371,9.157659530639648,-3.5510756969451904,2.536482572555542,-4.199999809265137,0.5600000023841858,1.0499999523162842,160.2008514404297,-97.61553955078124,-190.525390625,5.39122200012207,-4.754708290100098,6.470423698425293,1.0499999523162842,-2.6600000858306885,-3.920000076293945,47.85000228881836,16.80000114440918,-29.400001525878903
1720095564.736852,9.0978364944458,-3.450573444366455,2.5029819011688232,0.1400000005960464,1.0499999523162842,1.680000066757202,161.19163513183594,-101.48150634765624,-189.5351104736328,5.424722671508789,-4.70445728302002,6.448887348175049,-0.8400000333786011,-0.4200000166893005,-3.0799999237060547,46.05000305175781,16.650001525878906,-30.00000190734864
1720095564.737253,9.13133716583252,-3.2902486324310303,2.536482572555542,4.480000019073486,0.9800000190734864,1.3300000429153442,159.25442504882812,-100.9005126953125,-190.6808013916016,5.367292881011963,-4.881532669067383,6.707321166992188,-1.2599999904632568,0.9800000190734864,-2.240000009536743,47.400001525878906,16.5,-31.650001525878903
1720095564.762894,9.191160202026367,-3.0509579181671143,2.481445789337158,7.420000076293945,1.0499999523162842,0.8400000333786011,163.47142028808594,-101.8681640625,-189.3385467529297,5.419936656951904,-4.958105564117432,7.130866050720215,-1.190000057220459,1.820000052452088,-1.8899999856948853,47.25,16.650001525878906,-30.600000381469727
1720095564.737227,9.27969741821289,-2.809274196624756,2.433587551116944,8.1899995803833,1.1200000047683716,0.4900000095367431,162.4308624267578,-101.1337432861328,-187.23878479003903,5.178253173828125,-4.934176445007324,7.382121562957764,-1.680000066757202,1.8899999856948853,-1.6100000143051147,46.5,15.300000190734863,-29.25000190734864
1720095564.7370248,9.174409866333008,-2.74227261543274,2.4503378868103027,7.490000247955322,1.1200000047683716,-0.4200000166893005,161.4632110595703,-97.5427017211914,-188.69851684570312,5.025106906890869,-4.962891578674316,7.372550010681152,-1.75,0.7699999809265137,-1.75,48.150001525878906,13.950000762939451,-30.600000381469727
1720095564.737434,9.126551628112791,-2.68245005607605,2.368978977203369,5.599999904632568,0.6299999952316284,-1.820000052452088,164.0721893310547,-101.69824981689452,-188.751708984375,4.972463130950928,-4.960498332977295,7.305548191070557,-1.1200000047683716,-1.3300000429153442,-2.1700000762939453,46.95000076293945,15.750000953674316,-30.450000762939453
1720095564.7630749,9.133729934692385,-2.6680924892425537,2.380943536758423,3.289999961853028,-0.0700000002980232,-3.289999961853028,159.3919219970703,-99.35041809082033,-191.9489898681641,5.068179130554199,-4.936569213867188,7.243332862854004,-0.4900000095367431,-3.569999933242798,-2.5199999809265137,47.400001525878906,15.450000762939451,-31.05000114440918
1720095564.737331,9.174409866333008,-2.7231295108795166,2.373764753341675,0.9800000190734864,-0.5600000023841858,-4.550000190734863,162.8149871826172,-101.490234375,-189.26715087890625,5.218932628631592,-4.881532669067383,7.133258819580078,-0.2800000011920929,-4.96999979019165,-2.5199999809265137,47.400001525878906,14.850000381469728,-31.350000381469727
1720095564.737151,9.205517768859863,-2.86431097984314,2.4000868797302246,-0.699999988079071,-0.5600000023841858,-5.110000133514404,159.38160705566406,-100.3929443359375,-190.7318725585937,5.293112754821777,-4.917426109313965,7.027971267700195,-0.4200000166893005,-5.949999809265137,-2.380000114440918,46.80000305175781,15.750000953674316,-31.50000190734864
1720095564.737485,9.152873039245604,-2.928919553756714,2.435980319976806,-2.380000114440918,-0.2100000083446502,-4.550000190734863,160.76614379882812,-95.57340240478516,-189.04568481445312,5.427115440368652,-4.941355228424072,6.855681896209717,-0.4900000095367431,-6.579999923706055,-1.75,46.95000076293945,15.15000057220459,-31.50000190734864
1720095564.763126,9.248589515686035,-3.0389933586120605,2.4503378868103027,-3.7100000381469727,-0.1400000005960464,-3.009999990463257,159.66217041015625,-96.73202514648438,-190.7857208251953,5.594619274139404,-4.970069885253906,6.688178062438965,-0.4200000166893005,-6.720000267028809,-1.2599999904632568,48.900001525878906,16.650001525878906,-28.950000762939453
