time,RU_roll,RU_pitch,RU_yaw,RF_roll,RF_pitch,RF_yaw
0.0,-2.231563940836873,9.258015124270022,0.8866904101800348,1.6260709591858302,4.8660833646401995,2.2984752855056914
0.019230769230769232,-3.468003234423829,13.977660612568188,1.3213778210190517,0.879721781336508,7.124782793177373,3.6433839849838274
0.038461538461538464,-5.659837906872617,19.03139418772549,1.454228914743789,0.27100797167616925,9.471623862794319,5.2856112723768165
0.057692307692307696,-8.258891550554468,24.162255583563823,1.0924160948374824,0.855779886248979,12.024731560092953,7.201895339696379
0.07692307692307693,-10.578294306107665,28.88113098785377,0.5694109867519984,2.5628566393733654,14.490450473556876,9.169552618012888
0.09615384615384616,-14.238373613324573,33.57289076872996,-0.28499888801842177,4.422053382423161,16.734048065897266,11.0145766771705
0.11538461538461539,-19.82775993797102,38.01213240143617,-1.9050878797415323,6.010939071544291,18.754714211630343,12.919473444393828
0.13461538461538464,-26.55077169816157,42.08246246439827,-4.598597152459236,7.1114262696280806,20.77846118817584,14.867229151774511
0.15384615384615385,-33.62707647794371,45.648936283916136,-8.030100640074892,7.634266158685016,22.86040270078098,16.71441097497999
0.17307692307692307,-40.989957928796265,48.44244045570331,-12.097661788170909,8.05008761937777,24.898285661811556,18.612509126484817
0.19230769230769232,-48.5526473854247,50.839404702213734,-16.68719319206943,8.385852344816664,26.97338391668703,20.64335643443528
0.21153846153846156,-55.172057319426486,53.26545791881683,-20.878870280783346,8.858856081668188,29.349856472641562,22.749230019767108
0.23076923076923078,-61.72153041845526,57.192287841647165,-24.840149688240313,8.853099259397831,32.09913989931787,24.70647652278032
0.25,-69.87754005033791,60.629366766514195,-30.092925424594355,8.4070560065755,34.97688045077084,26.420914271793347
0.2692307692307693,-80.02886417177271,62.967873694116,-37.30251581709535,8.353396349440665,37.65297064759307,28.426282758752013
0.2884615384615385,-89.1106071585561,65.11553258929605,-44.03282891308123,8.371919229730805,40.434150742702414,30.32261537183286
0.3076923076923077,-99.05692477941487,67.19053167654346,-51.84646075349511,8.798489285792336,43.262664266918,32.33720858719348
0.3269230769230769,-112.80934033174901,67.78625613322333,-63.346263714808074,10.601603664186705,44.84734371455183,35.78497439355862
0.34615384615384615,-126.83136349535064,65.41235812904445,-75.31924131960864,13.538697808288573,45.320730812345644,40.291489097586364
0.3653846153846154,-138.31732814843522,61.35797536557179,-84.84325913164035,17.63117867010324,45.54082268383656,45.249848605319535
0.38461538461538464,-146.8678465521423,57.92188487889699,-91.77462605840662,21.531716052057348,46.62967185535013,49.41029423763633
0.40384615384615385,-155.06846024685092,56.11718303831017,-98.43335102987761,24.46810525025971,48.38757690606242,52.851026147592385
0.42307692307692313,-164.2172323913224,54.38677800339813,-105.11300640866455,26.159778255499994,50.46570509471563,55.95298128906815
0.44230769230769235,-171.13537494103275,50.81047174384282,-109.30619838251815,27.563000456943566,52.721217354972765,59.10247746896112
0.46153846153846156,-175.9357865090903,45.561516971287155,-111.81073169066724,30.210770933215795,54.70128495795171,62.981294504061246
0.4807692307692308,-179.84933287726764,40.258387758627066,-113.47540866860889,34.09235994548322,56.023952344670185,67.53533811032086
0.5,175.92409627289751,35.339600729871734,-115.37257678070738,38.18783791259043,56.32483297422954,72.60923077531004
0.5192307692307693,171.82388423737805,30.468676935433706,-116.67337178437813,41.73478785093954,56.804252787935326,77.93686460959222
0.5384615384615385,168.54306227957306,25.499783757434557,-117.67022591309242,45.24162784392142,58.18163342021767,82.95593085608657
0.5576923076923077,165.32041907647312,21.55263756946784,-118.41248225128403,49.93630888856605,60.18237234920225,88.51190180702069
0.576923076923077,161.4183931747261,17.223920641199676,-119.24046339980426,55.12966896087397,61.93175652941127,94.50591517282228
0.5961538461538461,158.0254867567972,12.53332782408247,-119.48974308138067,60.16550956064025,63.060172443045786,100.73235790257718
0.6153846153846154,154.72766054205383,7.323777461976802,-119.35916128777353,65.44371060653988,63.37999963944239,107.2057604131695
0.6346153846153847,151.39868398089527,3.1577031025512654,-119.11814400969966,70.91531043924749,63.161560196362956,113.47004166336971
