time,RU_roll,RU_pitch,RU_yaw,RF_roll,RF_pitch,RF_yaw
0.0,3.3823995263611057,-26.685400812231684,18.672559249762454,-6.60437087760981,41.2028296240304,87.33512207884554
0.019230769230769232,1.6927691972828613,-39.59735533242714,27.369968665785734,20.585171209321558,48.585144345316856,147.08677608954295
0.038461538461538464,-0.5456344408755077,-39.90537776772962,18.17816519954383,35.50684926094424,39.42556202609617,-167.0916044492174
0.057692307692307696,-9.293632228586324,-38.79991902003927,11.046441409498762,34.59463993452354,36.42416864923826,-167.0997255373837
0.07692307692307693,-20.329592221117643,-36.97296922536337,4.998493556308962,34.43019265984304,33.28624032212048,-166.48775111658884
0.09615384615384616,-30.29501351491579,-34.52693102716513,0.5885839591483932,36.10334241548133,29.340757400840705,-164.91217911844686
0.11538461538461539,-38.87905315982342,-31.655100486781876,0.2594696190803455,40.16059657180077,25.059414010909027,-162.19750206100568
0.13461538461538464,-45.383239652188564,-28.590233861738927,4.748669761373381,45.79894791634125,19.9650267748985,-159.1783756611572
0.15384615384615385,-48.23141341475085,-25.980279179567813,12.822587341711566,50.15935696960867,13.294302128567889,-156.91890078756808
0.17307692307692307,-48.05023112686274,-24.784238939730006,22.506340940567338,51.7115534402569,7.189271751311545,-154.39956421915
0.19230769230769232,-43.044718035978114,-25.704304858499714,28.369618625834423,50.53626687633855,1.1349164254061679,-152.16569003137516
0.21153846153846156,-35.65495245440189,-28.15414125435095,29.405307850942446,49.70737626163779,-5.501786970467345,-147.8869905614552
0.23076923076923078,-28.161354940034872,-31.387028906270626,26.520391009637667,48.6086657121505,-12.435641473348978,-142.62060451990862
0.25,-23.44013235407165,-33.83926368574698,22.808940737584397,47.580793807034524,-15.419789603908711,-138.04846917405243
0.2692307692307693,-24.109069366581867,-34.809257454673684,21.32571901854635,46.53677605867891,-15.10279834108096,-134.3729167979553
0.2884615384615385,-30.105481648802442,-33.89275349658652,23.2367047522677,46.35071698960672,-13.33843404107278,-131.8496764543426
0.3076923076923077,-39.42755209204508,-31.40544136660217,27.339689757871366,47.00349625783228,-11.02059198925177,-129.89377704458397
0.3269230769230769,-49.12028038518852,-28.007052848920456,31.603329755888197,47.440178953536794,-8.25566336372481,-128.17940945628354
0.34615384615384615,-57.49064697291479,-24.43149989589567,35.7591184601856,46.92435039944504,-6.189238919234892,-126.17003202107333
0.3653846153846154,-63.19857649509226,-21.172759670223876,39.96540097681695,44.9821360898783,-5.996247537223321,-123.55533531140603
0.38461538461538464,-65.96388567992389,-18.662580939909912,44.51817086081936,41.30974186046234,-7.5994152646591475,-120.32476219017607
0.40384615384615385,-66.2305917779882,-17.438166231136186,49.598330427160214,36.27219489985859,-9.922984749715352,-116.7602633330665
0.42307692307692313,-65.19250650951884,-17.656804871097606,54.89975664689716,29.993968368055665,-12.23238653023156,-112.91037007342882
0.44230769230769235,-63.453096959635396,-19.71959959532997,59.34231500919238,22.830481136480742,-14.314112958194281,-109.31560305025887
0.46153846153846156,-61.11822595488939,-23.189828185367688,61.79338702046581,15.360709659540174,-16.090828047781294,-105.94745558497415
0.4807692307692308,-58.56527528011723,-27.467307298350022,62.30985377056706,8.228457560798317,-17.427074628028286,-103.02353777607422
0.5,-56.10914909764822,-31.221079495049484,61.24961093259263,1.7415724356655224,-18.061403275310663,-100.64379159247724
0.5192307692307693,-54.21343420793182,-33.95100114837303,59.370052622433164,-3.2714450272235642,-17.683757947367074,-99.01403030258867
0.5384615384615385,-52.86007532677956,-35.804062654531734,56.580357425659265,-6.66052467830348,-15.880255409002425,-98.09893383349421
0.5576923076923077,-52.1865835495741,-36.6484919063958,53.2411759444561,-8.414284595834307,-13.285668020165957,-97.87489228739862
0.576923076923077,-52.265096006725095,-36.011997589065096,50.03811838867426,-8.7593104424364,-11.4335908922202,-97.6325432894859
0.5961538461538461,-53.16104718656422,-34.2998405159581,47.53552839803586,-8.395362500351169,-10.034804810906591,-97.14538148767528
0.6153846153846154,-54.750700740140104,-32.27376679812319,45.85200191873968,-8.040064884947105,-8.411150261595683,-96.0287155504495
0.6346153846153847,-56.54931880511861,-29.792126983663117,44.608040037384214,-7.868573267310019,-6.892271227985243,-94.18336938593184
0.6538461538461539,-57.814318614129846,-27.176243346052573,43.11635056553461,-8.687833312371055,-6.208129577621732,-92.0662352587434
